ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
2876127,1380,0,1,563129,22423,7247,85633,16436,81,	94,422,	297,10515,0,0,0
2876213,1381,1,1,578784,1301,7383,7478,16436,5,	0,49,	0,0,0,0,14
2876280,1382,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2876344,1383,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2876407,1384,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2876471,1385,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
2886131,1386,0,1,563239,22492,7293,87586,16434,81,	93,810,	938,9706,0,0,10
2886215,1387,1,1,579782,1305,7387,7678,16438,5,	0,49,	0,0,0,0,14
2886285,1388,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2886348,1389,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2886412,1390,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2886475,1391,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
2896134,1392,0,1,563880,22310,7240,87360,16436,81,	93,809,	936,9706,0,0,10
2896220,1393,1,1,578095,1304,7374,6885,16436,5,	0,48,	0,0,0,0,14
2896287,1394,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2896351,1395,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2896414,1396,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2896478,1397,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
2906136,1398,0,1,563670,22711,7302,87192,16436,80,	93,811,	938,10647,0,0,0
2906222,1399,1,1,579874,1330,7377,8428,16436,5,	0,49,	0,0,0,0,14
2906292,1400,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2906355,1401,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2906419,1402,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2906482,1403,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
2916139,1404,0,1,564007,22079,7281,87858,16434,81,	94,809,	936,10515,0,0,10
2916225,1405,1,1,584048,1302,7395,7931,16434,5,	0,49,	0,0,0,0,14
2916294,1406,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2916358,1407,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2916421,1408,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2916485,1409,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
2926143,1410,0,1,565152,21889,7290,86623,16436,82,	94,813,	941,9588,0,0,10
2926227,1411,1,1,581276,1316,7404,7927,16436,5,	0,48,	0,0,0,0,14
2926297,1412,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2926360,1413,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2926424,1414,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2926487,1415,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
2936145,1416,0,1,564529,22482,7294,88807,16438,81,	95,814,	942,11324,0,0,0
2936229,1417,1,1,578302,1300,7411,7980,16436,5,	0,49,	0,0,0,0,14
2936299,1418,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2936363,1419,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2936426,1420,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2936489,1421,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
2946148,1422,0,1,564798,22374,7295,86589,16436,82,	94,814,	941,9588,0,0,0
2946232,1423,1,1,574862,1294,7410,7904,16436,5,	0,49,	0,0,0,0,14
2946301,1424,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2946365,1425,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2946428,1426,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2946492,1427,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
2956150,1428,0,1,565431,22362,7282,86259,16434,81,	95,813,	940,11324,0,0,10
2956236,1429,1,1,584552,1338,7414,7469,16436,4,	0,49,	0,0,0,0,14
2956304,1430,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2956367,1431,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2956433,1432,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2956496,1433,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
2966151,1434,0,1,565592,22312,7271,86798,16429,82,	95,815,	943,10387,0,0,10
2966239,1435,1,1,585801,1331,7425,7341,16436,5,	0,49,	0,0,0,0,14
2966306,1436,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2966370,1437,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2966433,1438,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2966497,1439,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
2976153,1440,0,1,564438,21971,7286,88884,16436,81,	94,814,	942,10515,0,0,0
2976239,1441,1,1,579967,1294,7420,6866,16436,5,	0,49,	0,0,0,0,14
2976309,1442,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2976372,1443,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2976436,1444,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2976499,1445,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
2986156,1446,0,1,565930,22491,7289,87115,16434,82,	94,815,	944,9588,0,0,0
2986240,1447,1,1,576015,1356,7417,6900,16438,5,	0,48,	0,0,0,0,14
2986309,1448,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2986373,1449,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2986436,1450,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2986500,1451,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
2996156,1452,0,1,567528,22424,7292,87563,16434,81,	95,818,	945,11324,0,0,0
2996242,1453,1,1,581819,1357,7400,8452,16438,5,	0,49,	0,0,0,0,14
2996310,1454,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2996373,1455,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2996436,1456,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
2996500,1457,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3006156,1458,0,1,566124,22160,7278,87141,16436,82,	95,818,	947,10387,0,0,0
3006242,1459,1,1,581515,1330,7369,7450,16436,5,	0,50,	0,0,0,0,14
3006310,1460,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3006373,1461,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3006437,1462,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3006500,1463,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3016157,1464,0,1,566816,22317,7274,87368,16436,82,	95,819,	947,10387,0,0,0
3016243,1465,1,1,583050,1311,7375,7635,16436,5,	0,49,	0,0,0,0,14
3016310,1466,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3016374,1467,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3016437,1468,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3016501,1469,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3026157,1470,0,1,568287,22969,7280,87060,16436,82,	95,819,	948,10387,0,0,0
3026243,1471,1,1,582967,1290,7374,8082,16436,5,	0,49,	0,0,0,0,14
3026311,1472,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3026376,1473,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3026440,1474,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3026503,1475,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3036157,1476,0,1,568125,22378,7301,89117,16436,82,	95,822,	951,10387,0,0,0
3036243,1477,1,1,582972,1304,7389,6996,16436,5,	0,49,	0,0,0,0,14
3036311,1478,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3036377,1479,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3036440,1480,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3036504,1481,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3046160,1482,0,1,567647,22362,7294,87055,16434,82,	95,822,	951,10387,0,0,0
3046246,1483,1,1,583164,1322,7387,7998,16436,5,	0,49,	0,0,0,0,14
3046313,1484,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3046377,1485,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3046440,1486,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3046504,1487,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3056162,1488,0,1,567329,22501,7270,87881,16434,81,	95,819,	946,11324,0,0,10
3056248,1489,1,1,587242,1339,7372,7865,16434,5,	0,49,	0,0,0,0,14
3056316,1490,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3056379,1491,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3056443,1492,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3056506,1493,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3066163,1494,0,1,568734,22789,7282,87821,16436,81,	94,817,	946,10515,0,0,10
3066249,1495,1,1,587241,1332,7374,7544,16438,5,	0,49,	0,0,0,0,14
3066318,1496,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3066382,1497,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3066445,1498,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3066509,1499,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3076165,1500,0,1,567090,22529,7280,86861,16436,82,	95,820,	948,10387,0,0,10
3076251,1501,1,1,587031,1311,7382,7478,16436,5,	0,49,	0,0,0,0,14
3076321,1502,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3076384,1503,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3076448,1504,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3076511,1505,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3086168,1506,0,1,567772,22581,7286,87332,16436,82,	95,820,	949,10387,0,0,0
3086254,1507,1,1,583179,1291,7383,8815,16436,5,	0,49,	0,0,0,0,14
3086321,1508,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3086385,1509,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3086450,1510,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3086514,1511,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3096170,1512,0,1,568356,22610,7301,89350,16431,82,	95,822,	951,10387,0,0,0
3096254,1513,1,1,583618,1342,7386,7321,16436,5,	0,49,	0,0,0,0,14
3096324,1514,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3096387,1515,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3096451,1516,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3096514,1517,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3106170,1518,0,1,566445,22269,7299,87303,16436,82,	95,821,	951,10387,0,0,0
3106256,1519,1,1,583138,1301,7388,7657,16438,5,	0,49,	0,0,0,0,14
3106324,1520,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3106387,1521,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3106451,1522,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3106514,1523,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3116173,1524,0,1,565278,22620,7250,87081,16436,81,	95,816,	943,11324,0,0,10
3116259,1525,1,1,585695,1368,7379,8150,16438,5,	0,49,	0,0,0,0,14
3116326,1526,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3116390,1527,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3116453,1528,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3116517,1529,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3126175,1530,0,1,564833,22227,7274,87350,16436,82,	94,817,	946,9588,0,0,10
3126259,1531,1,1,581150,1270,7369,7422,16436,5,	0,49,	0,0,0,0,14
3126329,1532,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3126392,1533,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3126456,1534,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3126519,1535,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3136178,1536,0,1,565723,22540,7275,87535,16434,82,	94,818,	946,9588,0,0,0
3136262,1537,1,1,577297,1326,7366,7839,16436,5,	0,49,	0,0,0,0,14
3136329,1538,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3136393,1539,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3136456,1540,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3136522,1541,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3146178,1542,0,1,565089,22282,7274,87257,16434,82,	95,817,	945,10387,0,0,0
3146262,1543,1,1,581445,1342,7368,7027,16436,5,	0,49,	0,0,0,0,14
3146332,1544,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3146395,1545,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3146459,1546,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3146522,1547,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
3156176,1548,0,1,566339,22531,7284,86748,16431,82,	94,818,	946,9588,0,0,10
3156262,1549,1,1,582369,1315,7368,7370,16436,5,	0,49,	0,0,0,0,14
3156330,1550,2,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3156393,1551,3,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3156457,1552,4,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
3156523,1553,5,0,0,0,123,123,30000,0,	0,0,	0,1234,0,0,10000
